,STATION,Stop Name,GTFS Latitude,GTFS Longitude
757,FLUSHING AV,Flushing Av,40.700377,-73.950234
758,FORDHAM ROAD,Fordham Rd,40.861296,-73.897749
759,FORDHAM ROAD,Fordham Rd,40.862803,-73.901034
760,FORDHAM ROAD,Fordham Rd,40.861296,-73.897749
761,FORDHAM ROAD,Fordham Rd,40.862803,-73.901034
762,FORDHAM RD,Fordham Rd,40.861296,-73.897749
763,FORDHAM RD,Fordham Rd,40.862803,-73.901034
764,FORDHAM RD,Fordham Rd,40.861296,-73.897749
765,FORDHAM RD,Fordham Rd,40.862803,-73.901034
766,FOREST AVE,Forest Av,40.704423,-73.903077
767,FOREST HILLS 71,Forest Hills - 71 Av,40.721691,-73.844521
768,FOREST HILLS-71,Forest Hills - 71 Av,40.721691,-73.844521
769,FOREST PARKWAY,Forest Hills - 71 Av,40.721691,-73.844521
770,FT HAMILTON PKY,Fort Hamilton Pkwy,40.640914,-73.994304
771,FT HAMILTON PKY,Fort Hamilton Pkwy,40.631386,-74.005351
772,FT HAMILTON PKY,Fort Hamilton Pkwy,40.650782,-73.975776
773,FT HAMILTON PKY,Fort Hamilton Pkwy,40.640914,-73.994304
774,FT HAMILTON PKY,Fort Hamilton Pkwy,40.631386,-74.005351
775,FT HAMILTON PKY,Fort Hamilton Pkwy,40.650782,-73.975776
776,FT HAMILTON PKY,Fort Hamilton Pkwy,40.640914,-73.994304
777,FT HAMILTON PKY,Fort Hamilton Pkwy,40.631386,-74.005351
778,FT HAMILTON PKY,Fort Hamilton Pkwy,40.650782,-73.975776
779,FRANKLIN AVE,Franklin Av,40.680596,-73.955827
780,FRANKLIN AVE,Franklin Av,40.68138,-73.956848
781,FRANKLIN AVE,Franklin Av,40.670682,-73.958131
782,FRANKLIN AVE,Franklin Av,40.680596,-73.955827
783,FRANKLIN AVE,Franklin Av,40.68138,-73.956848
784,FRANKLIN AVE,Franklin Av,40.670682,-73.958131
785,FRANKLIN AV,Franklin Av,40.680596,-73.955827
786,FRANKLIN AV,Franklin Av,40.68138,-73.956848
787,FRANKLIN AV,Franklin Av,40.670682,-73.958131
788,FRANKLIN AV,Franklin Av,40.680596,-73.955827
789,FRANKLIN AV,Franklin Av,40.68138,-73.956848
790,FRANKLIN AV,Franklin Av,40.670682,-73.958131
791,FRANKLIN ST,Franklin St,40.719318,-74.006886
792,FREEMAN ST,Freeman St,40.829993,-73.891865
793,FRESH POND ROAD,Fresh Pond Rd,40.706186,-73.895877
794,FRESH POND RD,Fresh Pond Rd,40.706186,-73.895877
795,FULTON ST,Fulton St,40.710374,-74.007582
796,FULTON ST,Fulton St,40.710197,-74.007691
797,FULTON ST,Fulton St,40.687119,-73.975375
798,FULTON ST,Fulton St,40.709416,-74.006571
799,FULTON ST,Fulton St,40.710368,-74.009509
800,FULTON ST,Fulton St,40.710374,-74.007582
801,FULTON ST,Fulton St,40.710197,-74.007691
802,FULTON ST,Fulton St,40.687119,-73.975375
803,FULTON ST,Fulton St,40.709416,-74.006571
804,FULTON ST,Fulton St,40.710368,-74.009509
805,FULTON ST,Fulton St,40.710374,-74.007582
806,FULTON ST,Fulton St,40.710197,-74.007691
807,FULTON ST,Fulton St,40.687119,-73.975375
808,FULTON ST,Fulton St,40.709416,-74.006571
809,FULTON ST,Fulton St,40.710368,-74.009509
810,GATES AV,Gates Av,40.68963,-73.92227
811,GATES AVE,Gates Av,40.68963,-73.92227
812,GRAHAM AVE,Graham Av,40.714565,-73.944053
813,GRAHAM AV,Graham Av,40.714565,-73.944053
814,GRAND ARMY PLAZ,Grand Army Plaza,40.675235,-73.971046
815,GRAND AV-NEWTON,Grand Av - Newtown,40.737015,-73.877223
816,GRAND-NEWTOWN,Grand Av - Newtown,40.737015,-73.877223
817,42 ST-GRD CNTRL,Grand Central - 42 St,40.751776,-73.976848
818,42 ST-GRD CNTRL,Grand Central - 42 St,40.751431,-73.976041
819,42 ST-GRD CNTRL,Grand Central - 42 St,40.752769,-73.979189
820,GRD CNTRL-42 ST,Grand Central - 42 St,40.751776,-73.976848
821,GRD CNTRL-42 ST,Grand Central - 42 St,40.751431,-73.976041
822,GRD CNTRL-42 ST,Grand Central - 42 St,40.752769,-73.979189
823,GRAND ST,Grand St,40.711926,-73.94067
824,GRAND ST,Grand St,40.718267,-73.993753
825,GRAND ST,Grand St,40.711926,-73.94067
826,GRAND ST,Grand St,40.718267,-73.993753
827,GRANT AVE,Grant Av,40.677044,-73.86505
828,GRANT AV,Grant Av,40.677044,-73.86505
829,GREENPOINT AVE,Greenpoint Av,40.731352,-73.954449
830,GREENPOINT AV,Greenpoint Av,40.731352,-73.954449
831,GROVE STREET,Greenpoint Av,40.731352,-73.954449
832,GUN HILL ROAD,Gun Hill Rd,40.87785,-73.866256
833,GUN HILL ROAD,Gun Hill Rd,40.869526,-73.846384
834,GUN HILL ROAD,Gun Hill Rd,40.87785,-73.866256
835,GUN HILL ROAD,Gun Hill Rd,40.869526,-73.846384
836,GUN HILL RD,Gun Hill Rd,40.87785,-73.866256
837,GUN HILL RD,Gun Hill Rd,40.869526,-73.846384
838,GUN HILL RD,Gun Hill Rd,40.87785,-73.866256
839,GUN HILL RD,Gun Hill Rd,40.869526,-73.846384
840,HALSEY ST,Halsey St,40.68637,-73.916559
841,HALSEY ST,Halsey St,40.695602,-73.904084
842,HALSEY ST,Halsey St,40.68637,-73.916559
843,HALSEY ST,Halsey St,40.695602,-73.904084
844,148 ST-LENOX,Harlem - 148 St,40.82388,-73.93647
845,HARLEM 148 ST,Harlem - 148 St,40.82388,-73.93647
846,HARRISON,Harlem - 148 St,40.82388,-73.93647
847,HEWES ST,Hewes St,40.70687,-73.953431
848,HIGH ST,High St,40.699337,-73.990531
849,HOUSTON ST,Houston St,40.728251,-74.005367
850,HOWARD BCH JFK,Howard Beach - JFK Airport,40.660476,-73.830301
851,HOWARD BCH-JFK,Howard Beach - JFK Airport,40.660476,-73.830301
852,JFK HOWARD BCH,Howard Beach - JFK Airport,40.660476,-73.830301
853,HOYT-SCHER,Hoyt - Schermerhorn Sts,40.688484,-73.985001
854,HOYT/SCHERMER,Hoyt - Schermerhorn Sts,40.688484,-73.985001
855,HOYT ST,Hoyt St,40.690545,-73.985065
856,HUNTERS PT AV,Hunters Point Av,40.742216,-73.948916
857,HUNTERS PT AVE,Hunters Point Av,40.742216,-73.948916
858,HUNTS POINT AVE,Hunts Point Av,40.820948,-73.890549
859,HUNTS POINT AV,Hunts Point Av,40.820948,-73.890549
860,INTERVALE-163,Intervale Av,40.822181,-73.896736
861,INTERVALE AV,Intervale Av,40.822181,-73.896736
862,INWOOD-207 ST,Inwood - 207 St,40.868072,-73.919899
863,JACKSON AVE,Jackson Av,40.81649,-73.907807
864,JACKSON AV,Jackson Av,40.81649,-73.907807
865,JKSN HT-ROOSVLT,Jackson Hts - Roosevelt Av,40.746644,-73.891338
866,JAMAICA 179 ST,Jamaica - 179 St,40.712646,-73.783817
867,JAMAICA-179 ST,Jamaica - 179 St,40.712646,-73.783817
868,JAMAICA VAN WK,Jamaica - Van Wyck,40.702566,-73.816859
869,JAMAICA-VAN WYC,Jamaica - Van Wyck,40.702566,-73.816859
870,JAMAICA CENTER,Jamaica Center - Parsons/Archer,40.702147,-73.801109
871,JAY ST-METROTEC,Jay St - MetroTech,40.69218,-73.985942
872,JAY ST-METROTEC,Jay St - MetroTech,40.692338,-73.987342
873,JAY ST-METROTEC,Jay St - MetroTech,40.69218,-73.985942
874,JAY ST-METROTEC,Jay St - MetroTech,40.692338,-73.987342
875,JEFFERSON ST,Jefferson St,40.706607,-73.922913
876,JFK JAMAICA CT1,Jefferson St,40.706607,-73.922913
877,JOURNAL SQUARE,Jefferson St,40.706607,-73.922913
878,JUNCTION BLVD,Junction Blvd,40.749145,-73.869527
879,JUNIUS ST,Junius St,40.663515,-73.902447
880,KEW GARDENS,Kew Gardens - Union Tpke,40.714441,-73.831008
881,KINGS HIGHWAY,Kings Hwy,40.60867,-73.957734
882,KINGS HIGHWAY,Kings Hwy,40.603923,-73.980353
883,KINGS HIGHWAY,Kings Hwy,40.603217,-73.972361
884,KINGS HIGHWAY,Kings Hwy,40.60867,-73.957734
885,KINGS HIGHWAY,Kings Hwy,40.603923,-73.980353
886,KINGS HIGHWAY,Kings Hwy,40.603217,-73.972361
887,KINGS HIGHWAY,Kings Hwy,40.60867,-73.957734
888,KINGS HIGHWAY,Kings Hwy,40.603923,-73.980353
889,KINGS HIGHWAY,Kings Hwy,40.603217,-73.972361
890,KINGS HWY,Kings Hwy,40.60867,-73.957734
891,KINGS HWY,Kings Hwy,40.603923,-73.980353
892,KINGS HWY,Kings Hwy,40.603217,-73.972361
893,KINGS HWY,Kings Hwy,40.60867,-73.957734
894,KINGS HWY,Kings Hwy,40.603923,-73.980353
895,KINGS HWY,Kings Hwy,40.603217,-73.972361
896,KINGS HWY,Kings Hwy,40.60867,-73.957734
897,KINGS HWY,Kings Hwy,40.603923,-73.980353
898,KINGS HWY,Kings Hwy,40.603217,-73.972361
899,KINGSBRIDGE RD,Kingsbridge Rd,40.866978,-73.893509
900,KINGSBRIDGE RD,Kingsbridge Rd,40.86776,-73.897174
901,KINGSBRIDGE RD,Kingsbridge Rd,40.866978,-73.893509
902,KINGSBRIDGE RD,Kingsbridge Rd,40.86776,-73.897174
903,KINGSTON-THROOP,Kingston - Throop Avs,40.679921,-73.940858
904,KINGSTON AVE,Kingston Av,40.669399,-73.942161
905,KINGSTON AV,Kingston Av,40.669399,-73.942161
906,KNICKERBOCKER,Knickerbocker Av,40.698664,-73.919711
907,KOSCIUSZKO ST,Kosciuszko St,40.693342,-73.928814
908,LACKAWANNA,Kosciuszko St,40.693342,-73.928814
909,LAFAYETTE AVE,Lafayette Av,40.686113,-73.973946
910,LAFAYETTE AV,Lafayette Av,40.686113,-73.973946
911,LEXINGTON AV/53,Lexington Av/53 St,40.757552,-73.969055
912,LEXINGTON-53 ST,Lexington Av/53 St,40.757552,-73.969055
913,LEXINGTON AV/63,Lexington Av/63 St,40.764629,-73.966113
914,LEXINGTON AVE,Lexington Av/63 St,40.764629,-73.966113
915,LEXINGTON AVE,Lexington Av/63 St,40.764629,-73.966113
916,LIBERTY AVE,Liberty Av,40.674542,-73.896548
917,LIVONIA AVE,Liberty Av,40.674542,-73.896548
918,LIBERTY AV,Liberty Av,40.674542,-73.896548
919,LIVONIA AV,Livonia Av,40.664038,-73.900571
920,LONGWOOD AVE,Longwood Av,40.816104,-73.896435
921,LONGWOOD AV,Longwood Av,40.816104,-73.896435
922,LORIMER ST,Lorimer St,40.703869,-73.947408
923,LORIMER ST,Lorimer St,40.714063,-73.950275
924,LORIMER ST,Lorimer St,40.703869,-73.947408
925,LORIMER ST,Lorimer St,40.714063,-73.950275
926,MAIN ST,Lorimer St,40.703869,-73.947408
927,MAIN ST,Lorimer St,40.714063,-73.950275
928,MARBLE HILL-225,Marble Hill - 225 St,40.874561,-73.909831
929,MARCY AVE,Marcy Av,40.708359,-73.957757
930,MARCY AV,Marcy Av,40.708359,-73.957757
931,METROPOLITAN AV,Metropolitan Av,40.712792,-73.951418
932,METS-WILLETS PT,Mets - Willets Point,40.754622,-73.845625
933,METROPOLITAN AV,Middle Village - Metropolitan Av,40.711396,-73.889601
934,MIDDLETOWN ROAD,Middletown Rd,40.843863,-73.836322
935,MIDDLETOWN RD,Middletown Rd,40.843863,-73.836322
936,MONTROSE AVE,Montrose Av,40.707739,-73.93985
937,MONTROSE AV,Montrose Av,40.707739,-73.93985
938,MORGAN AVE,Morgan Av,40.706152,-73.933147
939,MORGAN AV,Morgan Av,40.706152,-73.933147
940,MORRIS PARK,Morris Park,40.854364,-73.860495
941,MORISN AV/SNDVW,Morrison Av- Sound View,40.829521,-73.874516
942,MORRISON AVE,Morrison Av- Sound View,40.829521,-73.874516
943,MOSHOLU PARKWAY,Mosholu Pkwy,40.87975,-73.884655
944,MOSHOLU PKWY,Mosholu Pkwy,40.87975,-73.884655
945,MT EDEN AVE,Mt Eden Av,40.844434,-73.914685
946,MT EDEN AV,Mt Eden Av,40.844434,-73.914685
947,MYRTLE AVE,Myrtle - Wyckoff Avs,40.69943,-73.912385
948,MYRTLE AVE,Myrtle - Wyckoff Avs,40.699814,-73.911586
949,MYRTLE-WYCKOFF,Myrtle - Wyckoff Avs,40.69943,-73.912385
950,MYRTLE-WYCKOFF,Myrtle - Wyckoff Avs,40.699814,-73.911586
951,MYRTLE AVE,Myrtle Av,40.697207,-73.935657
952,MYRTLE AV,Myrtle Av,40.697207,-73.935657
953,MYRTLE-WILLOUGH,Myrtle Av,40.697207,-73.935657
954,NASSAU ST,Nassau Av,40.724635,-73.951277
955,NASSAU AV,Nassau Av,40.724635,-73.951277
956,NECK ROAD,Neck Rd,40.595246,-73.955161
957,NECK RD,Neck Rd,40.595246,-73.955161
958,NEPTUNE AVE,Neptune Av,40.581011,-73.974574
959,NEPTUNE AV,Neptune Av,40.581011,-73.974574
960,NEREID AVE,Nereid Av,40.898379,-73.854376
961,NEREID AV,Nereid Av,40.898379,-73.854376
962,NEVINS ST,Nevins St,40.688246,-73.980492
963,NEW LOTS,New Lots Av,40.658733,-73.899232
964,NEW LOTS,New Lots Av,40.666235,-73.884079
965,NEW LOTS AVE,New Lots Av,40.658733,-73.899232
966,NEW LOTS AVE,New Lots Av,40.666235,-73.884079
967,NEW LOTS AVE,New Lots Av,40.658733,-73.899232
968,NEW LOTS AVE,New Lots Av,40.666235,-73.884079
969,NEW LOTS AV,New Lots Av,40.658733,-73.899232
970,NEW LOTS AV,New Lots Av,40.666235,-73.884079
971,NEW UTRECHT AVE,New Utrecht Av,40.624842,-73.996353
972,NEW UTRECHT AV,New Utrecht Av,40.624842,-73.996353
973,NEWARK BM BW,New Utrecht Av,40.624842,-73.996353
974,NEWARK C,New Utrecht Av,40.624842,-73.996353
975,NEWARK HM HE,New Utrecht Av,40.624842,-73.996353
976,NEWARK HW BMEBE,New Utrecht Av,40.624842,-73.996353
977,NEWKIRK AVE,Newkirk Av,40.639967,-73.948411
978,NEWKIRK AV,Newkirk Av,40.639967,-73.948411
979,NEWKIRK PLAZA,Newkirk Plaza,40.635082,-73.962793
980,NORTHERN BLVD,Northern Blvd,40.752885,-73.906006
981,NORWOOD 205 ST,Norwood - 205 St,40.874811,-73.878855
982,NORWOOD-205 ST,Norwood - 205 St,40.874811,-73.878855
983,NORWOOD AVE,Norwood Av,40.68141,-73.880039
984,NORWOOD AV,Norwood Av,40.68141,-73.880039
985,NOSTRAND AVE,Nostrand Av,40.680438,-73.950426
986,NOSTRAND AVE,Nostrand Av,40.669847,-73.950466
987,NOSTRAND AVE,Nostrand Av,40.680438,-73.950426
988,NOSTRAND AVE,Nostrand Av,40.669847,-73.950466
989,NOSTRAND AV,Nostrand Av,40.680438,-73.950426
990,NOSTRAND AV,Nostrand Av,40.669847,-73.950466
991,NOSTRAND AV,Nostrand Av,40.680438,-73.950426
992,NOSTRAND AV,Nostrand Av,40.669847,-73.950466
993,OCEAN PARKWAY,Ocean Pkwy,40.576312,-73.968501
994,OCEAN PKWY,Ocean Pkwy,40.576312,-73.968501
995,OZONE PK LEFFRT,Ozone Park - Lefferts Blvd,40.685951,-73.825798
996,PARK PLACE,Park Pl,40.674772,-73.957624
997,PARK PLACE,Park Pl,40.713051,-74.008811
998,PARK PLACE,Park Pl,40.674772,-73.957624
999,PARK PLACE,Park Pl,40.713051,-74.008811
1000,E 177 ST-PARKCH,Parkchester,40.833226,-73.860816
1001,PARKCHESTER,Parkchester,40.833226,-73.860816
1002,PARKSIDE AVE,Parkside Av,40.655292,-73.961495
1003,PARKSIDE AV,Parkside Av,40.655292,-73.961495
1004,PARSONS BLVD,Parsons Blvd,40.707564,-73.803326
1005,PATH NEW WTC,Parsons Blvd,40.707564,-73.803326
1006,PATH WTC,Parsons Blvd,40.707564,-73.803326
1007,PATH WTC 2,Parsons Blvd,40.707564,-73.803326
1008,PAVONIA/NEWPORT,Parsons Blvd,40.707564,-73.803326
1009,PELHAM BAY PARK,Pelham Bay Park,40.852462,-73.828121
1010,PELHAM PARKWAY,Pelham Pkwy,40.857192,-73.867615
1011,PELHAM PARKWAY,Pelham Pkwy,40.858985,-73.855359
1012,PELHAM PARKWAY,Pelham Pkwy,40.857192,-73.867615
1013,PELHAM PARKWAY,Pelham Pkwy,40.858985,-73.855359
1014,PELHAM PKWY,Pelham Pkwy,40.857192,-73.867615
1015,PELHAM PKWY,Pelham Pkwy,40.858985,-73.855359
1016,PELHAM PKWY,Pelham Pkwy,40.857192,-73.867615
1017,PELHAM PKWY,Pelham Pkwy,40.858985,-73.855359
1018,PENNSYLVANIA AV,Pennsylvania Av,40.664635,-73.894895
1019,PRESIDENT ST,President St,40.667883,-73.950683
1020,PRINCE ST-B'WAY,Prince St,40.724329,-73.997702
1021,PRINCE ST,Prince St,40.724329,-73.997702
1022,PRINCE ST,Prince St,40.724329,-73.997702
1023,PROSPECT AVE,Prospect Av,40.665414,-73.992872
1024,PROSPECT AVE,Prospect Av,40.819585,-73.90177
1025,PROSPECT AVE,Prospect Av,40.665414,-73.992872
1026,PROSPECT AVE,Prospect Av,40.819585,-73.90177
1027,PROSPECT AV,Prospect Av,40.665414,-73.992872
1028,PROSPECT AV,Prospect Av,40.819585,-73.90177
1029,PROSPECT AV,Prospect Av,40.665414,-73.992872
1030,PROSPECT AV,Prospect Av,40.819585,-73.90177
1031,PROSPECT PARK,Prospect Park,40.661614,-73.962246
1032,QUEENS PLAZA,Queens Plaza,40.748973,-73.937243
1033,QUEENSBORO PLZ,Queensboro Plaza,40.750582,-73.940202
1034,RALPH AVE,Ralph Av,40.678822,-73.920786
1035,RALPH AV,Ralph Av,40.678822,-73.920786
1036,RECTOR ST,Rector St,40.70722,-74.013342
1037,RECTOR ST,Rector St,40.707513,-74.013783
1038,RECTOR ST,Rector St,40.70722,-74.013342
1039,RECTOR ST,Rector St,40.707513,-74.013783
1040,RECTOR ST,Rector St,40.70722,-74.013342
1041,RECTOR ST,Rector St,40.707513,-74.013783
1042,ROCKAWAY AVE,Rockaway Av,40.67834,-73.911946
1043,ROCKAWAY AVE,Rockaway Av,40.662549,-73.908946
1044,ROCKAWAY AVE,Rockaway Av,40.67834,-73.911946
1045,ROCKAWAY AVE,Rockaway Av,40.662549,-73.908946
1046,ROCKAWAY AV,Rockaway Av,40.67834,-73.911946
1047,ROCKAWAY AV,Rockaway Av,40.662549,-73.908946
1048,ROCKAWAY AV,Rockaway Av,40.67834,-73.911946
1049,ROCKAWAY AV,Rockaway Av,40.662549,-73.908946
1050,ROCKAWAY BLVD,Rockaway Blvd,40.680429,-73.843853
1051,ROCKAWAY PARK B,Rockaway Park - Beach 116 St,40.580903,-73.835592
1052,ROCKAWAY PK 116,Rockaway Park - Beach 116 St,40.580903,-73.835592
1053,ROOSEVELT AVE,Rockaway Park - Beach 116 St,40.580903,-73.835592
1054,ROOSEVELT IS,Roosevelt Island,40.759145,-73.95326
1055,ROOSEVELT ISLND,Roosevelt Island,40.759145,-73.95326
1056,SARATOGA AVE,Saratoga Av,40.661453,-73.916327
1057,SARATOGA AV,Saratoga Av,40.661453,-73.916327
1058,SENECA AVE,Seneca Av,40.702762,-73.90774
1059,SHEEPSHEAD BAY,Sheepshead Bay,40.586896,-73.954155
1060,SHEPHERD AVE,Shepherd Av,40.67413,-73.88075
1061,SHEPHERD AV,Shepherd Av,40.67413,-73.88075
1062,SIMPSON ST,Simpson St,40.824073,-73.893064
1063,SMITH-9 ST,Smith - 9 Sts,40.67358,-73.995959
1064,SOUTH FERRY,Smith - 9 Sts,40.67358,-73.995959
1065,SOUTH FERRY,Smith - 9 Sts,40.67358,-73.995959
1066,SPRING ST,Spring St,40.726227,-74.003739
1067,SPRING ST,Spring St,40.722301,-73.997141
1068,SPRING ST,Spring St,40.726227,-74.003739
1069,SPRING ST,Spring St,40.722301,-73.997141
1070,ST LAWRENCE AVE,St Lawrence Av,40.831509,-73.867618
1071,ST LAWRENCE AV,St Lawrence Av,40.831509,-73.867618
1072,STEINWAY ST,Steinway St,40.756879,-73.92074
1073,STERLING ST,Sterling St,40.662742,-73.95085
1074,SUTPHIN BLVD,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969
1075,SUTPHIN BLVD,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969
1076,SUTPHIN-ARCHER,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969
1077,SUTPHIN-ARCHER,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969
1078,SUTTER AVE,Sutter Av,40.669367,-73.901975
1079,SUTTER AV,Sutter Av,40.669367,-73.901975
1080,SUTTER AV-RUTLD,Sutter Av - Rutland Rd,40.664717,-73.92261
1081,SUTTER AVE,Sutter Av - Rutland Rd,40.664717,-73.92261
1082,THIRTY ST,Sutter Av - Rutland Rd,40.664717,-73.92261
1083,THIRTY THIRD ST,Sutter Av - Rutland Rd,40.664717,-73.92261
1084,TIMES SQ-42 ST,Times Sq - 42 St,40.754672,-73.986754
1085,TIMES SQ-42 ST,Times Sq - 42 St,40.75529,-73.987495
1086,TIMES SQ-42 ST,Times Sq - 42 St,40.755477,-73.987691
1087,TIMES SQ-42 ST,Times Sq - 42 St,40.755983,-73.986229
1088,TIMES SQ-42 ST,Times Sq - 42 St,40.754672,-73.986754
1089,TIMES SQ-42 ST,Times Sq - 42 St,40.75529,-73.987495
1090,TIMES SQ-42 ST,Times Sq - 42 St,40.755477,-73.987691
1091,TIMES SQ-42 ST,Times Sq - 42 St,40.755983,-73.986229
1092,TIMES SQ-42 ST,Times Sq - 42 St,40.754672,-73.986754
1093,TIMES SQ-42 ST,Times Sq - 42 St,40.75529,-73.987495
1094,TIMES SQ-42 ST,Times Sq - 42 St,40.755477,-73.987691
1095,TIMES SQ-42 ST,Times Sq - 42 St,40.755983,-73.986229
1096,TIMES SQ-42 ST,Times Sq - 42 St,40.754672,-73.986754
1097,TIMES SQ-42 ST,Times Sq - 42 St,40.75529,-73.987495
1098,TIMES SQ-42 ST,Times Sq - 42 St,40.755477,-73.987691
1099,TIMES SQ-42 ST,Times Sq - 42 St,40.755983,-73.986229
1100,TREMONT AVE,Tremont Av,40.85041,-73.905227
1101,TREMONT AV,Tremont Av,40.85041,-73.905227
1102,TWENTY THIRD ST,Tremont Av,40.85041,-73.905227
1103,14 ST,Union Sq - 14 St,40.734789,-73.99073
1104,14 ST,Union Sq - 14 St,40.734789,-73.99073
1105,14 ST,Union Sq - 14 St,40.734789,-73.99073
1106,14 ST-6 AVE,Union Sq - 14 St,40.734789,-73.99073
1107,UNION ST,Union St,40.677316,-73.98311
1108,UNION TPK-KEW G,Union St,40.677316,-73.98311
1109,UTICA AVE,Utica Av,40.679364,-73.930729
1110,UTICA AV,Utica Av,40.679364,-73.930729
1111,VAN ALSTON-21ST,Utica Av,40.679364,-73.930729
1112,V.CORTLANDT PK,Van Cortlandt Park - 242 St,40.889248,-73.898583
1113,VAN SICLEN AVE,Van Siclen Av,40.678024,-73.891688
1114,VAN SICLEN AVE,Van Siclen Av,40.67271,-73.890358
1115,VAN SICLEN AVE,Van Siclen Av,40.665449,-73.889395
1116,VAN SICLEN AVE,Van Siclen Av,40.678024,-73.891688
1117,VAN SICLEN AVE,Van Siclen Av,40.67271,-73.890358
1118,VAN SICLEN AVE,Van Siclen Av,40.665449,-73.889395
1119,VAN SICLEN AVE,Van Siclen Av,40.678024,-73.891688
1120,VAN SICLEN AVE,Van Siclen Av,40.67271,-73.890358
1121,VAN SICLEN AVE,Van Siclen Av,40.665449,-73.889395
1122,VAN SICLEN AV,Van Siclen Av,40.678024,-73.891688
1123,VAN SICLEN AV,Van Siclen Av,40.67271,-73.890358
1124,VAN SICLEN AV,Van Siclen Av,40.665449,-73.889395
1125,VAN SICLEN AV,Van Siclen Av,40.678024,-73.891688
1126,VAN SICLEN AV,Van Siclen Av,40.67271,-73.890358
1127,VAN SICLEN AV,Van Siclen Av,40.665449,-73.889395
1128,VERNON-JACKSON,Vernon Blvd - Jackson Av,40.742626,-73.953581
1129,VERNON/JACKSON,Vernon Blvd - Jackson Av,40.742626,-73.953581
1130,W 4 ST-WASH SQ,W 4 St,40.732338,-74.000495
1131,W 8 ST-AQUARIUM,W 8 St - NY Aquarium,40.576127,-73.975939
1132,WAKEFIELD-241,Wakefield - 241 St,40.903125,-73.85062
1133,WAKEFIELD/241,Wakefield - 241 St,40.903125,-73.85062
1134,WALL ST,Wall St,40.706821,-74.0091
1135,WALL ST,Wall St,40.707557,-74.011862
1136,WALL ST,Wall St,40.706821,-74.0091
1137,WALL ST,Wall St,40.707557,-74.011862
1138,WEST FARMS SQ,West Farms Sq - E Tremont Av,40.840295,-73.880049
1139,WESTCHESTER SQ,Westchester Sq - E Tremont Av,40.839892,-73.842952
1140,WHITEHALL S-FRY,Whitehall St,40.703087,-74.012994
1141,WHITEHALL S-FRY,Whitehall St,40.703087,-74.012994
1142,WHITEHALL ST,Whitehall St,40.703087,-74.012994
1143,WHITLOCK AVE,Whitlock Av,40.826525,-73.886283
1144,WHITLOCK AV,Whitlock Av,40.826525,-73.886283
1145,WILSON AVE,Wilson Av,40.688764,-73.904046
1146,WILSON AV,Wilson Av,40.688764,-73.904046
1147,WINTHROP ST,Winthrop St,40.656652,-73.9502
1148,WOODHAVEN BLVD,Woodhaven Blvd,40.693879,-73.851576
1149,WOODHAVEN BLVD,Woodhaven Blvd,40.733106,-73.869229
1150,WOODHAVEN BLVD,Woodhaven Blvd,40.693879,-73.851576
1151,WOODHAVEN BLVD,Woodhaven Blvd,40.733106,-73.869229
1152,WOODLAWN ROAD,Woodlawn,40.886037,-73.878751
1153,WOODLAWN,Woodlawn,40.886037,-73.878751
1154,61 ST WOODSIDE,Woodside - 61 St,40.74563,-73.902984
1155,61 ST/WOODSIDE,Woodside - 61 St,40.74563,-73.902984
1156,WORLD TRADE CTR,World Trade Center,40.712582,-74.009781
1157,YORK ST,York St,40.701397,-73.986751
1158,ZEREGA AVE,Zerega Av,40.836488,-73.847036
1159,ZEREGA AV,Zerega Av,40.836488,-73.847036
